STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
276070,99999, 20040916,   59.6,13,   49.2,13, 9999.9, 0, 9999.9, 0,   6.4,13,   9.6,13,  13.6,  23.3,   69.8*,  48.2*, 0.00I,999.9, 000000,
276070,99999, 20040917,   65.0,14,   51.0,14, 9999.9, 0, 9999.9, 0,   6.9,14,  12.1,14,  25.3,  35.0,   73.4*,  53.6*,99.99 ,999.9, 010000,
276070,99999, 20040918,   47.1,21,   38.3,21, 9999.9, 0, 9999.9, 0,   6.6,21,   9.0,21,  15.5,  21.4,   53.6*,  37.4*, 0.00I,999.9, 000000,
276070,99999, 20040919,   48.1,23,   45.4,23, 9999.9, 0, 9999.9, 0,   6.3,23,  11.2,23,  15.5, 999.9,   51.8*,  41.0*,99.99 ,999.9, 010000,
276070,99999, 20040920,   52.4,24,   48.7,24, 9999.9, 0, 9999.9, 0,   6.8,24,   7.2,24,  11.7, 999.9,   59.0*,  44.6*,99.99 ,999.9, 010000,
276070,99999, 20040921,   49.0, 9,   43.6, 9, 9999.9, 0, 9999.9, 0,   6.3, 9,   8.4, 9,  11.7, 999.9,   57.2*,  42.8*, 0.00I,999.9, 000000,
276070,99999, 20040922,   61.6, 9,   44.8, 9, 9999.9, 0, 9999.9, 0,   6.4, 9,   9.7, 9,  13.6, 999.9,   71.6*,  51.8*, 0.00I,999.9, 000000,
276070,99999, 20040923,   68.4,20,   43.2,20, 9999.9, 0, 9999.9, 0,   6.4,20,  13.5,20,  17.5,  25.3,   75.2*,  60.8*, 0.00I,999.9, 000000,
276070,99999, 20040924,   56.9,23,   43.2,23, 9999.9, 0, 9999.9, 0,   5.9,23,  11.2,23,  19.4,  29.1,   68.0*,  48.2*,99.99 ,999.9, 010000,
276070,99999, 20040925,   49.3,24,   46.2,24, 9999.9, 0, 9999.9, 0,   5.9,24,   8.9,24,  17.5, 999.9,   57.2*,  42.8*,99.99 ,999.9, 010000,
276070,99999, 20040926,   49.5,18,   46.2,18, 9999.9, 0, 9999.9, 0,   5.6,18,   5.3,18,   7.8, 999.9,   55.4*,  41.0*,99.99 ,999.9, 010000,
276070,99999, 20040927,   52.5,24,   51.0,24, 9999.9, 0, 9999.9, 0,   3.4,24,   4.2,24,   7.8, 999.9,   53.6*,  50.0*,99.99 ,999.9, 010000,
276070,99999, 20040928,   58.1,23,   57.4,23, 9999.9, 0, 9999.9, 0,   4.0,23,   4.6,23,  13.6, 999.9,   62.6*,  53.6*,99.99 ,999.9, 110000,
276070,99999, 20040929,   59.3,24,   57.6,24, 9999.9, 0, 9999.9, 0,   5.6,24,   9.1,24,  15.5,  25.3,   64.4*,  55.4*,99.99 ,999.9, 010000,
276070,99999, 20040930,   53.8,24,   48.2,24, 9999.9, 0, 9999.9, 0,   6.7,24,   9.0,24,  17.5, 999.9,   57.2*,  51.8*,99.99 ,999.9, 010000,
276070,99999, 20041001,   49.5,24,   47.8,24, 9999.9, 0, 9999.9, 0,   5.9,24,   3.1,24,   9.7, 999.9,   51.8*,  44.6*,99.99 ,999.9, 010000,
276070,99999, 20041002,   43.8,24,   39.6,24, 9999.9, 0, 9999.9, 0,   5.9,24,  11.0,24,  15.5, 999.9,   46.4*,  39.2*,99.99 ,999.9, 010000,
276070,99999, 20041003,   39.9,23,   34.6,23, 9999.9, 0, 9999.9, 0,   7.0,23,  11.1,23,  17.5,  21.4,   44.6*,  37.4*, 0.00I,999.9, 000000,
276070,99999, 20041004,   38.4,24,   35.1,24, 9999.9, 0, 9999.9, 0,   6.8,24,  13.5,24,  17.5,  25.3,   41.0*,  37.4*,99.99 ,999.9, 010000,
276070,99999, 20041005,   36.6,24,   31.7,24, 9999.9, 0, 9999.9, 0,   7.0,24,  14.4,24,  17.5, 999.9,   39.2*,  35.6*,99.99 ,999.9, 010000,
276070,99999, 20041006,   38.5,24,   31.2,24, 9999.9, 0, 9999.9, 0,   7.0,24,   9.5,24,  13.6, 999.9,   41.0*,  33.8*, 0.00I,999.9, 000000,
276070,99999, 20041007,   46.2,24,   37.9,24, 9999.9, 0, 9999.9, 0,   6.9,24,  19.8,24,  27.2,  36.9,   51.8*,  37.4*, 0.00I,999.9, 000000,
276070,99999, 20041008,   49.8,24,   42.1,24, 9999.9, 0, 9999.9, 0,   6.1,24,  14.7,24,  19.4,  29.1,   55.4*,  46.4*, 0.00I,999.9, 000000,
276070,99999, 20041009,   51.1,24,   35.8,24, 9999.9, 0, 9999.9, 0,   6.3,24,  16.7,24,  23.3,  33.0,   59.0*,  42.8*, 0.00I,999.9, 000000,
276070,99999, 20041010,   49.2,24,   42.2,24, 9999.9, 0, 9999.9, 0,   6.9,24,  13.5,24,  17.5,  25.3,   55.4*,  44.6*,99.99 ,999.9, 010000,
276070,99999, 20041011,   40.8,24,   37.5,24, 9999.9, 0, 9999.9, 0,   6.9,24,  11.6,24,  15.5, 999.9,   48.2*,  33.8*,99.99 ,999.9, 011000,
276070,99999, 20041012,   30.1,23,   25.4,23, 9999.9, 0, 9999.9, 0,   5.9,23,  15.3,23,  17.5,  19.4,   32.0*,  28.4*,99.99 ,999.9, 001000,
276070,99999, 20041013,   25.6,15,   22.0,15, 9999.9, 0, 9999.9, 0,   3.1,15,  14.4,15,  17.5,  25.3,   28.4*,  23.0*,99.99 ,999.9, 001000,
276070,99999, 20041014,   32.2,21,   26.3,21, 9999.9, 0, 9999.9, 0,   6.9,21,  13.5,21,  17.5,  21.4,   35.6*,  24.8*,99.99 ,999.9, 010000,
276070,99999, 20041015,   36.4,24,   30.2,24, 9999.9, 0, 9999.9, 0,   7.0,24,  13.5,24,  17.5, 999.9,   37.4*,  35.6*,99.99 ,999.9, 011000,
276070,99999, 20041016,   35.8,24,   28.6,24, 9999.9, 0, 9999.9, 0,   6.6,24,   5.7,24,  11.7,  19.4,   41.0*,  26.6*, 0.00I,999.9, 000000,
276070,99999, 20041017,   35.4,23,   29.2,23, 9999.9, 0, 9999.9, 0,   6.4,23,  10.0,23,  17.5,  19.4,   42.8*,  24.8*, 0.00I,999.9, 000000,
276070,99999, 20041018,   38.7,22,   29.1,22, 9999.9, 0, 9999.9, 0,   6.3,22,  13.9,22,  17.5,  25.3,   46.4*,  35.6*, 0.00I,999.9, 000000,
276070,99999, 20041019,   38.5,24,   35.5,24, 9999.9, 0, 9999.9, 0,   4.3,24,  12.8,24,  17.5,  21.4,   41.0*,  37.4*,99.99 ,999.9, 110000,
276070,99999, 20041020,   38.7,23,   37.1,23, 9999.9, 0, 9999.9, 0,   3.7,23,   8.1,23,  11.7, 999.9,   41.0*,  37.4*, 0.00I,999.9, 100000,
276070,99999, 20041021,   37.8,24,   34.8,24, 9999.9, 0, 9999.9, 0,   5.9,24,   7.7,24,  11.7, 999.9,   39.2*,  32.0*, 0.00I,999.9, 100000,
276070,99999, 20041022,   31.7,24,   28.7,24, 9999.9, 0, 9999.9, 0,   5.5,24,  13.4,24,  17.5,  25.3,   33.8*,  30.2*,99.99 ,999.9, 001000,
276070,99999, 20041023,   28.7,24,   27.7,24, 9999.9, 0, 9999.9, 0,   2.7,24,   8.3,24,  13.6, 999.9,   30.2*,  26.6*,99.99 ,999.9, 101000,
276070,99999, 20041024,   35.2,22,   34.6,22, 9999.9, 0, 9999.9, 0,   3.6,22,  13.9,22,  17.5,  27.2,   42.8*,  26.6*,99.99 ,999.9, 111000,
276070,99999, 20041025,   35.5,24,   31.9,24, 9999.9, 0, 9999.9, 0,   6.9,24,  14.7,24,  17.5,  23.3,   42.8*,  33.8*,99.99 ,999.9, 011000,
276070,99999, 20041026,   35.0,24,   29.7,24, 9999.9, 0, 9999.9, 0,   7.0,24,   9.0,24,  13.6, 999.9,   35.6*,  33.8*, 0.00I,999.9, 000000,
276070,99999, 20041027,   35.5,24,   34.9,24, 9999.9, 0, 9999.9, 0,   1.5,24,   5.5,24,   9.7, 999.9,   37.4*,  32.0*,99.99 ,999.9, 101000,
276070,99999, 20041028,   46.0,24,   43.8,24, 9999.9, 0, 9999.9, 0,   4.0,24,  15.7,24,  25.3,  35.0,   50.0*,  39.2*,99.99 ,999.9, 110000,
276070,99999, 20041029,   37.2,24,   29.7,24, 9999.9, 0, 9999.9, 0,   7.0,24,  16.4,24,  21.4,  31.1,   41.0*,  35.6*,99.99 ,999.9, 010000,
276070,99999, 20041030,   34.1,21,   28.7,21, 9999.9, 0, 9999.9, 0,   6.9,21,   6.8,21,   9.7, 999.9,   37.4*,  30.2*,99.99 ,999.9, 010000,
276070,99999, 20041031,   27.8,23,   21.4,23, 9999.9, 0, 9999.9, 0,   7.0,23,   3.7,23,   7.8, 999.9,   30.2*,  24.8*,99.99 ,999.9, 001000,
276070,99999, 20041101,   29.7,24,   26.8,24, 9999.9, 0, 9999.9, 0,   4.6,24,  12.6,24,  17.5,  21.4,   33.8*,  24.8*,99.99 ,999.9, 011000,
276070,99999, 20041102,   32.1,23,   28.7,23, 9999.9, 0, 9999.9, 0,   6.9,23,   9.6,23,  15.5, 999.9,   33.8*,  32.0*,99.99 ,999.9, 011000,
276070,99999, 20041103,   32.9,23,   28.8,23, 9999.9, 0, 9999.9, 0,   6.6,23,  13.0,23,  17.5, 999.9,   33.8*,  32.0*,99.99 ,999.9, 001000,
276070,99999, 20041104,   32.3,23,   28.5,23, 9999.9, 0, 9999.9, 0,   5.0,23,  10.6,23,  15.5,  21.4,   37.4*,  28.4*,99.99 ,999.9, 011000,
276070,99999, 20041105,   35.2,24,   34.1,24, 9999.9, 0, 9999.9, 0,   4.6,24,  10.2,24,  15.5, 999.9,   37.4*,  28.4*,99.99 ,999.9, 111000,
276070,99999, 20041106,   34.1,24,   33.5,24, 9999.9, 0, 9999.9, 0,   3.8,24,   3.2,24,   7.8, 999.9,   37.4*,  32.0*,99.99 ,999.9, 111000,
276070,99999, 20041107,   39.0,24,   37.4,24, 9999.9, 0, 9999.9, 0,   4.4,24,   9.0,24,  15.5, 999.9,   42.8*,  32.0*,99.99 ,999.9, 010000,
276070,99999, 20041108,   40.7,24,   37.7,24, 9999.9, 0, 9999.9, 0,   7.0,24,  13.7,24,  17.5,  27.2,   42.8*,  39.2*,99.99 ,999.9, 010000,
276070,99999, 20041109,   36.6,24,   30.0,24, 9999.9, 0, 9999.9, 0,   7.0,24,   9.0,24,  13.6, 999.9,   41.0*,  33.8*, 0.00I,999.9, 000000,
276070,99999, 20041110,   35.7,24,   29.3,24, 9999.9, 0, 9999.9, 0,   7.0,24,   4.9,24,   9.7, 999.9,   37.4*,  33.8*, 0.00I,999.9, 000000,
276070,99999, 20041111,   36.5,24,   31.2,24, 9999.9, 0, 9999.9, 0,   7.0,24,  11.7,24,  17.5, 999.9,   37.4*,  35.6*, 0.00I,999.9, 000000,
276070,99999, 20041112,   35.8,24,   32.8,24, 9999.9, 0, 9999.9, 0,   5.1,24,  10.3,24,  17.5,  23.3,   37.4*,  33.8*,99.99 ,999.9, 010000,
276070,99999, 20041113,   36.6,24,   34.0,24, 9999.9, 0, 9999.9, 0,   6.0,24,  12.2,24,  17.5,  23.3,   37.4*,  33.8*,99.99 ,999.9, 010000,
276070,99999, 20041114,   40.7,24,   36.8,24, 9999.9, 0, 9999.9, 0,   6.5,24,  18.9,24,  27.2,  36.9,   44.6*,  39.2*,99.99 ,999.9, 010000,
276070,99999, 20041115,   34.5,24,   31.2,24, 9999.9, 0, 9999.9, 0,   6.0,24,  14.9,24,  29.1,  38.9,   42.8*,  32.0*,99.99 ,999.9, 011000,
276070,99999, 20041116,   31.4,23,   27.9,23, 9999.9, 0, 9999.9, 0,   4.9,23,  19.8,23,  25.3,  35.0,   32.0*,  30.2*,99.99 ,999.9, 001000,
276070,99999, 20041117,   30.5,24,   29.8,24, 9999.9, 0, 9999.9, 0,   4.5,24,   7.3,24,  13.6,  19.4,   32.0*,  26.6*,99.99 ,999.9, 101000,
276070,99999, 20041118,   22.2,24,   19.4,24, 9999.9, 0, 9999.9, 0,   5.8,24,   9.1,24,  13.6, 999.9,   26.6*,  14.0*,99.99 ,999.9, 001000,
276070,99999, 20041119,   29.7,22,   25.7,22, 9999.9, 0, 9999.9, 0,   4.9,22,  18.6,22,  25.3,  35.0,   35.6*,  23.0*,99.99 ,999.9, 001000,
276070,99999, 20041120,   33.4,23,   29.7,23, 9999.9, 0, 9999.9, 0,   6.0,23,  13.6,23,  23.3,  33.0,   39.2*,  28.4*,99.99 ,999.9, 011000,
276070,99999, 20041121,   33.9,23,   29.3,23, 9999.9, 0, 9999.9, 0,   6.7,23,  16.4,23,  23.3,  33.0,   35.6*,  33.8*,99.99 ,999.9, 011000,
276070,99999, 20041122,   27.0,19,   18.1,19, 9999.9, 0, 9999.9, 0,   6.2,19,   6.8,19,  13.6, 999.9,   30.2*,  23.0*, 0.00I,999.9, 000000,
276070,99999, 20041123,   18.8,24,   12.2,24, 9999.9, 0, 9999.9, 0,   6.4,24,  10.0,24,  15.5, 999.9,   23.0*,  15.8*, 0.00I,999.9, 000000,
276070,99999, 20041124,   15.2,24,    8.4,24, 9999.9, 0, 9999.9, 0,   6.2,24,  16.3,24,  23.3,  33.0,   17.6*,  10.4*, 0.00I,999.9, 000000,
276070,99999, 20041125,   16.4,24,   11.4,24, 9999.9, 0, 9999.9, 0,   4.7,24,  15.9,24,  23.3,  33.0,   17.6*,  14.0*,99.99 ,999.9, 001000,
276070,99999, 20041126,    8.6,22,    4.3,22, 9999.9, 0, 9999.9, 0,   6.2,22,   7.5,22,  17.5, 999.9,   14.0*,   3.2*,99.99 ,999.9, 001000,
276070,99999, 20041127,   13.1,23,    9.7,23, 9999.9, 0, 9999.9, 0,   5.2,23,  10.6,23,  17.5, 999.9,   15.8*,  10.4*,99.99 ,999.9, 001000,
276070,99999, 20041128,   13.2,24,    9.2,24, 9999.9, 0, 9999.9, 0,   3.7,24,  10.9,24,  13.6, 999.9,   17.6*,   6.8*,99.99 ,999.9, 001000,
276070,99999, 20041129,    2.0,22,   -2.5,22, 9999.9, 0, 9999.9, 0,   6.3,22,   8.4,22,  13.6, 999.9,    5.0*,  -2.2*,99.99 ,999.9, 001000,
276070,99999, 20041130,   -2.0,19,   -6.9,19, 9999.9, 0, 9999.9, 0,   6.2,19,   4.5,19,   7.8, 999.9,    5.0*,  -4.0*,99.99 ,999.9, 001000,
276070,99999, 20041201,   -2.4,24,   -6.6,24, 9999.9, 0, 9999.9, 0,   6.6,24,   4.5,24,   7.8, 999.9,    3.2*,  -5.8*,99.99 ,999.9, 001000,
276070,99999, 20041202,    3.0,24,   -0.9,24, 9999.9, 0, 9999.9, 0,   4.9,24,  10.4,24,  15.5, 999.9,   10.4*,  -5.8*,99.99 ,999.9, 001000,
276070,99999, 20041203,   13.8,23,    9.9,23, 9999.9, 0, 9999.9, 0,   4.1,23,  11.8,23,  15.5, 999.9,   15.8*,  10.4*,99.99 ,999.9, 001000,
276070,99999, 20041204,   17.3,24,   13.6,24, 9999.9, 0, 9999.9, 0,   4.4,24,   5.9,24,  13.6, 999.9,   21.2*,  10.4*,99.99 ,999.9, 001000,
276070,99999, 20041205,    7.2,24,    3.3,24, 9999.9, 0, 9999.9, 0,   4.0,24,   6.6,24,  13.6, 999.9,   10.4*,   3.2*,99.99 ,999.9, 001000,
276070,99999, 20041206,   10.0,14,    6.8,14, 9999.9, 0, 9999.9, 0,   5.6,14,   6.1,14,  11.7, 999.9,   14.0*,   6.8*,99.99 ,999.9, 001000,
276070,99999, 20041207,   27.1,24,   25.9,24, 9999.9, 0, 9999.9, 0,   2.9,24,  10.5,24,  15.5, 999.9,   32.0*,  15.8*,99.99 ,999.9, 011000,
276070,99999, 20041208,   32.0,24,   31.0,24, 9999.9, 0, 9999.9, 0,   3.2,24,  12.0,24,  15.5, 999.9, 9999.9 ,9999.9 ,99.99 ,999.9, 011000,
276070,99999, 20041209,   30.3,24,   29.2,24, 9999.9, 0, 9999.9, 0,   3.8,24,   6.4,24,  13.6, 999.9,   32.0*,  28.4*,99.99 ,999.9, 001000,
276070,99999, 20041210,   29.9,21,   29.3,21, 9999.9, 0, 9999.9, 0,   3.9,21,   5.3,21,   9.7, 999.9,   32.0*,  28.4*,99.99 ,999.9, 001000,
276070,99999, 20041211,   29.4,24,   29.0,24, 9999.9, 0, 9999.9, 0,   1.4,24,   1.0,24,   3.9, 999.9,   30.2*,  28.4*,99.99 ,999.9, 101000,
276070,99999, 20041212,   23.3,23,   21.2,23, 9999.9, 0, 9999.9, 0,   4.6,23,   7.9,23,  11.7, 999.9,   26.6*,  19.4*,99.99 ,999.9, 101000,
276070,99999, 20041213,   22.4,24,   18.6,24, 9999.9, 0, 9999.9, 0,   6.1,24,   7.0,24,   9.7, 999.9,   24.8*,  19.4*,99.99 ,999.9, 001000,
276070,99999, 20041214,   17.3,24,   14.5,24, 9999.9, 0, 9999.9, 0,   3.5,24,   6.6,24,  11.7, 999.9,   19.4*,  14.0*,99.99 ,999.9, 101000,
276070,99999, 20041215,    6.1,23,    3.6,23, 9999.9, 0, 9999.9, 0,   4.4,23,   3.9,23,   9.7, 999.9,   14.0*,  -0.4*,99.99 ,999.9, 101000,
276070,99999, 20041216,    0.9,24,   -2.5,24, 9999.9, 0, 9999.9, 0,   4.9,24,   6.5,24,  13.6,  23.3,    6.8*,  -4.0*,99.99 ,999.9, 001000,
276070,99999, 20041217,   16.9,24,   13.8,24, 9999.9, 0, 9999.9, 0,   4.1,24,   7.0,24,  13.6,  23.3,   21.2*,   8.6*,99.99 ,999.9, 011000,
276070,99999, 20041218,   23.1,24,   19.3,24, 9999.9, 0, 9999.9, 0,   7.0,24,   7.8,24,  15.5, 999.9,   24.8*,  21.2*,99.99 ,999.9, 001000,
276070,99999, 20041219,   26.5,23,   23.9,23, 9999.9, 0, 9999.9, 0,   4.0,23,  12.6,23,  17.5,  25.3,   28.4*,  24.8*,99.99 ,999.9, 001000,
276070,99999, 20041220,   18.1,24,   12.7,24, 9999.9, 0, 9999.9, 0,   6.9,24,  11.9,24,  15.5,  25.3,   26.6*,   8.6*, 0.00I,999.9, 000000,
276070,99999, 20041221,    5.3,23,   -0.8,23, 9999.9, 0, 9999.9, 0,   6.8,23,  12.2,23,  17.5,  21.4,    8.6*,  -0.4*,99.99 ,999.9, 001000,
276070,99999, 20041222,   13.4,24,    7.8,24, 9999.9, 0, 9999.9, 0,   5.5,24,   8.3,24,  13.6, 999.9,   15.8*,   8.6*,99.99 ,999.9, 001000,
276070,99999, 20041223,   12.7,23,    7.7,23, 9999.9, 0, 9999.9, 0,   4.9,23,  12.5,23,  17.5,  21.4,   14.0*,  12.2*,99.99 ,999.9, 001000,
276070,99999, 20041224,   13.6,22,    8.4,22, 9999.9, 0, 9999.9, 0,   6.3,22,   9.0,22,  15.5, 999.9,   17.6*,   8.6*,99.99 ,999.9, 001000,
276070,99999, 20041225,   18.4,24,   12.5,24, 9999.9, 0, 9999.9, 0,   6.3,24,  14.4,24,  17.5,  21.4,   21.2*,  17.6*,99.99 ,999.9, 011000,
276070,99999, 20041226,   22.8,24,   19.6,24, 9999.9, 0, 9999.9, 0,   5.3,24,  11.1,24,  17.5,  27.2,   28.4*,  17.6*,99.99 ,999.9, 001000,
276070,99999, 20041227,   30.9,24,   28.0,24, 9999.9, 0, 9999.9, 0,   4.3,24,  15.1,24,  23.3,  33.0,   32.0*,  30.2*,99.99 ,999.9, 111000,
276070,99999, 20041228,   30.3,24,   29.2,24, 9999.9, 0, 9999.9, 0,   2.3,24,   8.1,24,  13.6, 999.9,   32.0*,  28.4*,99.99 ,999.9, 101000,
276070,99999, 20041229,   24.2,23,   22.2,23, 9999.9, 0, 9999.9, 0,   4.8,23,   7.6,23,  13.6, 999.9,   28.4*,  17.6*,99.99 ,999.9, 001000,
276070,99999, 20041230,    9.0,24,    4.6,24, 9999.9, 0, 9999.9, 0,   6.3,24,   7.5,24,  13.6, 999.9,   17.6*,  -4.0*,99.99 ,999.9, 001000,
276070,99999, 20041231,    0.0,24,   -5.1,24, 9999.9, 0, 9999.9, 0,   5.5,24,   9.5,24,  17.5,  27.2,   10.4*,  -5.8*, 0.00I,999.9, 100000,
276070,99999, 20050101,   18.3,24,   14.5,24, 9999.9, 0, 9999.9, 0,   4.6,24,  12.9,24,  17.5,  25.3,   26.6*,   8.6*,99.99 ,999.9, 011100,
276070,99999, 20050102,   24.0,24,   20.1,24, 9999.9, 0, 9999.9, 0,   6.8,24,  12.0,24,  17.5,  23.3,   26.6*,  19.4*,99.99 ,999.9, 001000,
